M_feature,mz,rt
FT0844,530.2781226,626.4831543
FT0845,530.7626846,546.0385132
FT0846,531.2149516,578.6564941
FT0847,531.7109267,563.4282227
FT0848,532.2126533,565.887
FT0849,532.2948637,548.5485229
FT0850,532.7347734,586.546
FT0851,532.7581042,599.165
FT0852,533.1652492,546.029
FT0853,533.2660715,643.7023926
FT0854,533.9353531,568.5379028
FT0855,534.2152429,618.874
FT0856,534.2632062,636.4079167
FT0857,534.6017344,568.467
FT0858,534.6683681,589.146
FT0859,535.2500811,571.057
FT0860,535.2622018,618.874
FT0861,535.6788635,589.1946411
FT0862,536.2668379,648.7850342
FT0863,536.6039067,642.5126963
FT0864,536.7824013,620.1984746
FT0865,537.2547173,573.7163086
FT0866,538.2100826,583.7693481
FT0867,539.2190722,606.6536255
FT0868,539.3103532,616.404
FT0869,540.1730238,565.9482422
FT0870,540.6767585,565.9482422
FT0871,541.2921985,548.558
FT0872,541.4886592,643.773
FT0873,541.6777129,565.9482422
FT0874,542.2430858,551.0881431
FT0875,542.276321,623.904
FT0876,543.246955,551.0148315
FT0877,543.2786918,621.5229492
FT0878,543.3065408,558.5686035
FT0879,544.7387088,586.546
FT0880,546.2427242,563.4282227
FT0881,546.2561695,628.833
FT0882,547.2473091,629.9784958
FT0883,547.292709,607.5651245
FT0884,547.7598706,602.541748
FT0885,547.7777871,651.4019775
FT0886,548.2486262,578.8563711
FT0887,548.7551566,578.827
FT0888,549.2506674,628.6539917
FT0889,549.5848466,577.5615103
FT0890,550.7188499,544.7421875
FT0891,551.7813069,620.1885674
FT0892,552.7649282,621.414
FT0893,553.1876705,648.792
FT0894,553.556974,642.6079111
FT0895,553.6099512,616.4939575
FT0896,553.7450503,578.6564941
FT0897,554.1618476,628.833
FT0898,554.5536345,638.843
FT0899,555.2433975,553.628
FT0900,555.2729244,643.773
FT0901,556.2732743,643.773
FT0902,557.2359451,589.1946411
FT0903,557.2542946,604.025
FT0904,557.2770322,643.8329111
FT0905,557.7007186,543.4588013
FT0906,558.1694093,564.6576113
FT0907,558.2710503,618.874
FT0908,558.5539354,553.6880493
FT0909,558.7836166,651.3318936
FT0910,559.2743513,617.542835
FT0911,559.5592183,553.6880493
FT0912,559.761879,573.647
FT0913,560.1872094,571.1265869
FT0914,560.2206864,607.6994385
FT0915,560.2896761,553.6880493
FT0916,560.6540584,546.0385132
FT0917,561.2919917,553.6880493
FT0918,562.2651469,648.8235474
FT0919,562.2938085,553.6880493
FT0920,562.5999039,621.5229492
FT0921,563.1696461,628.6539917
FT0922,563.2470559,651.3318936
FT0923,563.2927652,554.8980247
FT0924,563.670964,628.6539917
FT0925,564.1735017,628.9334717
FT0926,564.6723761,635.0697021
FT0927,564.7932111,563.4282227
FT0928,565.6004133,565.887
FT0929,565.6212093,653.9418335
FT0930,565.7713846,583.7693481
FT0931,566.2185264,581.4754028
FT0932,566.2404638,621.414
FT0933,566.6599736,606.455
FT0934,567.1962705,604.0535278
FT0935,567.3836878,581.4754028
FT0936,567.6967507,646.3231812
FT0937,568.3384337,560.8699951
FT0938,568.5412429,633.8528442
FT0939,568.7876024,633.753
FT0940,569.0441008,633.8528442
FT0941,569.5990549,586.546
FT0942,569.7846386,548.5485229
FT0943,569.9289093,608.9639282
FT0944,570.5984951,608.925
FT0945,570.785821,553.628
FT0946,570.9321597,591.736
FT0947,571.2696961,581.406
FT0948,571.2997879,546.029
FT0949,571.6916672,581.2134399
FT0950,571.6964056,623.8722534
FT0951,571.7845051,553.5114136
FT0952,571.7988693,624.0130615
FT0953,572.195607,578.6564941
FT0954,572.2715194,581.406
FT0955,572.2920391,543.4458618
FT0956,572.6992934,628.7937317
FT0957,572.7149101,586.546
FT0958,572.775719,572.3867935
FT0959,573.2723393,578.8857422
FT0960,573.5055677,558.5686035
FT0961,573.7839329,571.1265869
FT0962,574.7494748,568.467
FT0963,575.1890499,581.406
FT0964,577.2797443,568.4591675
FT0965,577.301286,627.5656128
FT0966,577.2845131,543.4458618
FT0967,577.6830658,585.1576741
FT0968,578.1918374,583.7693481
FT0969,578.3609269,581.406
FT0970,578.9082015,581.4754028
FT0971,579.2761894,656.402
FT0972,579.3666974,578.8857422
FT0973,579.4002054,581.4754028
FT0974,580.2296128,621.2047119
FT0975,581.200605,602.427124
FT0976,581.2773215,656.4154663
FT0977,581.7026142,603.8365784
FT0978,581.7810581,656.402
FT0979,582.2024779,581.2134399
FT0980,582.2042376,626.1977539
FT0981,585.2954243,576.13522
FT0982,585.325449,646.3231812
FT0983,585.9618282,648.792
FT0984,586.2349592,636.3927002
FT0985,586.2990032,571.1265869
FT0986,587.2930506,611.404
FT0987,587.7448962,552.3731431
FT0988,588.632048,641.323
FT0989,589.0075507,616.4939575
FT0990,589.1342932,631.303
FT0991,589.5994655,584.0252075
FT0992,589.6226755,606.455
FT0993,589.625546,628.833
FT0994,590.127105,628.7937317
FT0995,590.2072896,626.1977539
FT0996,590.6278896,628.833
FT0997,591.1338884,628.9334717
FT0998,591.2739403,633.753
FT0999,592.137433,641.4227295
FT1000,592.6760683,581.406
FT1001,593.2161258,633.7484958
FT1002,593.2497653,578.8857422
FT1003,593.2876492,653.9418335
FT1004,594.271261,584.0252075
FT1005,594.2865253,643.7023926
FT1006,594.3229309,614.013855
FT1007,594.742768,576.2960205
FT1008,594.7950868,653.8753665
FT1009,595.1534682,551.0881431
FT1010,595.2387998,573.6345825
FT1011,595.2768906,583.7693481
FT1012,595.3213197,613.9694275
FT1013,595.7882423,553.4852905
FT1014,596.2001586,624.0130615
FT1015,596.2895389,563.4282227
FT1016,596.7950664,553.406189
FT1017,597.3033059,632.5212708
FT1018,597.555604,632.5779221
FT1019,597.8027452,631.303
FT1020,598.0566881,633.8029221
FT1021,598.2085425,646.252
FT1022,598.3119663,608.925
FT1023,598.5572229,633.753
FT1024,599.2291728,640.0862122
FT1025,599.2914305,621.2047119
FT1026,599.6301996,623.9585308
FT1027,600.1736339,628.833
FT1028,600.23619,641.2059326
FT1029,600.257815,582.60472
FT1030,602.3061985,585.1576741
FT1031,602.7989256,592.8779658
FT1032,603.3054851,636.2733154
FT1033,604.7796442,633.8029221
FT1034,605.1389687,616.4939575
FT1035,605.289963,581.4754028
FT1036,605.7893486,581.4754028
FT1037,606.2935137,581.4754028
FT1038,606.6848708,631.303
FT1039,606.7973106,584.0106038
FT1040,607.1572587,581.4407014
FT1041,607.6593151,580.1458711
FT1042,608.1577415,581.406
FT1043,608.1889578,646.3231812
FT1044,608.2774849,563.407
FT1045,608.6635875,581.4754028
FT1046,609.1650184,583.996
FT1047,609.1944359,646.3231812
FT1048,609.2314084,581.2134399
FT1049,609.2738058,606.473877
FT1050,609.7615772,551.1182861
FT1051,610.2763813,636.2733154
FT1052,610.6172478,576.237
FT1053,610.9458704,574.9766543
FT1054,611.2057654,551.1182861
FT1055,611.2173934,653.862
FT1056,612.2983985,651.4019775
FT1057,613.0519129,633.8528442
FT1058,613.1983249,553.6880493
FT1059,613.2967978,628.9334717
FT1060,613.6282739,651.332
FT1061,614.0527524,653.862
FT1062,614.0556755,636.303
FT1063,614.202871,553.6880493
FT1064,614.2964399,628.8832358
FT1065,615.207442,554.8980247
FT1066,615.2896258,568.4591675
FT1067,616.0806241,631.4135742
FT1068,616.2217509,646.2875906
FT1069,616.3221455,581.406
FT1070,616.5847027,628.9334717
FT1071,616.7207695,646.3231812
FT1072,616.9654292,554.7682495
FT1073,617.090444,635.1781006
FT1074,617.5891114,628.9334717
FT1075,617.8015347,613.925
FT1076,619.3219974,599.165
FT1077,620.2989993,576.2960205
FT1078,620.3246274,599.165
FT1079,621.3113642,616.4939575
FT1080,621.3244679,596.3222656
FT1081,622.1877016,581.4407014
FT1082,622.2867012,623.904
FT1083,622.3230185,627.8078726
FT1084,623.2668109,633.8528442
FT1085,623.7942618,642.6079111
FT1086,624.1865666,581.4754028
FT1087,624.2178021,622.7134746
FT1088,624.2722055,633.8528442
FT1089,624.7223744,584.0252075
FT1090,625.1872185,581.4754028
FT1091,626.1895357,581.406
FT1092,626.3042554,598.7931213
FT1093,626.805263,607.5840979
FT1094,627.1887878,578.6564941
FT1095,627.3116812,623.904
FT1096,628.1907895,546.029
FT1097,628.2885484,568.467
FT1098,629.2374317,646.2400442
FT1099,629.2919128,568.5379028
FT1100,629.3077491,656.402
FT1101,629.5851761,636.3927002
FT1102,629.7676343,553.6880493
FT1103,630.0818175,642.6274109
FT1104,630.2450569,646.252
FT1105,630.2860464,568.5379028
FT1106,630.318691,544.7421875
FT1107,630.3212951,628.833
FT1108,631.2875403,568.5379028
FT1109,631.3232575,628.833
FT1110,631.6222531,613.925
FT1111,631.9516691,622.5292466
FT1112,632.6202325,635.0728501
FT1113,632.9553373,635.0728501
FT1114,633.3248821,628.833
FT1115,633.6147571,580.1512014
FT1116,633.7964013,586.546
FT1117,634.1141655,581.4407014
FT1118,635.1192254,576.2960205
FT1119,635.7459009,571.1265869
FT1120,638.1659999,569.7928772
FT1121,638.2903178,576.2960205
FT1122,638.3080377,601.644104
FT1123,639.1780453,558.5686035
FT1124,639.3076184,604.025
FT1125,639.8128842,648.8620605
FT1126,640.7589571,586.5754902
FT1127,640.8090114,641.3728647
FT1128,641.2611338,583.7693481
FT1129,641.8098459,643.8928223
FT1130,642.206913,553.6880493
FT1131,642.244417,616.404
FT1132,642.3054887,651.332
FT1133,643.2611584,616.4939575
FT1134,643.3072383,651.332
FT1135,644.1270704,581.3262471
FT1136,644.1965159,620.0560906
FT1137,644.2460809,615.0797466
FT1138,644.2612503,586.3262329
FT1139,644.2817866,573.647
FT1140,644.3089383,651.332
FT1141,644.6298192,584.0106038
FT1142,645.2560153,608.925
FT1143,645.7753744,589.1946411
FT1144,645.8170072,543.459
FT1145,646.2933595,548.5485229
FT1146,646.7956932,573.647
FT1147,648.3203466,614.013855
FT1148,650.0980397,584.0106038
FT1149,651.2970965,633.8528442
FT1150,652.0729999,583.7309265
FT1151,653.0772268,608.7131958
FT1152,653.2659754,573.6816543
FT1153,653.3100092,594.326
FT1154,654.0788032,610.0585979
FT1155,654.3112299,591.793335
FT1156,654.355213,586.546
FT1157,654.3648553,608.925
FT1158,655.3116337,590.3045234
FT1159,657.3174956,636.2733154
FT1160,658.1733158,641.323
FT1161,658.3378023,563.4282227
FT1162,659.2730135,616.404
FT1163,659.3056066,585.1576741
FT1164,659.317704,543.4524309
FT1165,660.2770505,616.404
FT1166,660.3145609,580.1458711
FT1167,660.8214657,546.029
FT1168,661.3283855,608.7131958
FT1169,661.7279316,641.3977358
FT1170,662.2282867,653.862
FT1171,662.8188616,626.4831543
FT1172,662.8246825,651.4019775
FT1173,663.2493298,618.874
FT1174,663.3213216,637.6340942
FT1175,663.8233825,637.6340942
FT1176,664.1694691,560.9879761
FT1177,664.2473289,618.874
FT1178,664.3218664,648.7885171
FT1179,664.8229017,651.332
FT1180,665.3099491,618.874
FT1181,666.3126884,618.874
FT1182,667.313638,618.874
FT1183,667.8360713,648.792
FT1184,668.3177072,618.874
FT1185,668.8261764,616.4939575
FT1186,669.2798524,646.2400442
FT1187,669.2728902,581.4209902
FT1188,669.3186056,616.404
FT1189,669.3471559,543.459
FT1190,670.0855373,631.4135742
FT1191,670.0829452,543.4524309
FT1192,670.2749732,583.9092102
FT1193,670.2930546,571.0967581
FT1194,671.0888099,633.8029221
FT1195,671.084974,543.4458618
FT1196,671.3258957,636.2733154
FT1197,672.2557076,638.843
FT1198,672.3340209,641.2059326
FT1199,673.2557092,638.843
FT1200,674.3464382,636.2733154
FT1201,675.2797725,582.7357014
FT1202,675.3435929,623.8386577
FT1203,675.8532391,638.843
FT1204,676.2877087,581.4754028
FT1205,676.311065,572.3867935
FT1206,676.3514163,638.843
FT1207,677.3126244,571.0662842
FT1208,677.352234,636.2733154
FT1209,679.2616165,582.60472
FT1210,679.763285,581.4754028
FT1211,681.2876788,643.8928223
FT1212,681.7981217,648.8620605
FT1213,682.2962966,648.792
FT1214,683.8556685,611.404
FT1215,684.3179402,614.013855
FT1216,684.3525374,608.925
FT1217,685.342988,623.904
FT1218,686.2254066,578.8857422
FT1219,688.2813619,621.414
FT1220,689.2684439,651.332
FT1221,689.3218468,621.5229492
FT1222,689.7819771,637.7075195
FT1223,691.2241072,631.4135742
FT1224,691.3219491,586.546
FT1225,692.2358834,633.8528442
FT1226,692.3302404,600.2063391
FT1227,693.2187339,621.414
FT1228,694.292325,635.1539917
FT1229,694.3342809,646.2400442
FT1230,695.216492,651.4019775
FT1231,696.2216253,653.8887329
FT1232,696.3271493,636.3478501
FT1233,696.7919789,571.1265869
FT1234,697.3274367,635.0545654
FT1235,699.4466125,656.4119873
FT1236,700.3445838,641.2644663
FT1237,700.7576388,571.057
FT1238,701.2377905,573.7163086
FT1239,701.3394332,606.1663208
FT1240,703.3473883,653.8887329
FT1241,704.3538771,641.323
FT1242,706.2840898,618.9631348
FT1243,706.3206724,571.1265869
FT1244,706.8166062,573.647
FT1245,708.2380601,656.402
FT1246,708.2889004,621.3638306
FT1247,708.2966463,601.644104
FT1248,709.235401,578.827
FT1249,709.2535222,647.5575906
FT1250,709.2973321,621.5229492
FT1251,710.2334087,641.4227295
FT1252,711.3343731,574.8949282
FT1253,712.3464658,563.407
FT1254,713.1275562,556.1472168
FT1255,713.2866251,543.459
FT1256,713.3315585,573.647
FT1257,715.2845714,628.6539917
FT1258,715.3539646,601.605
FT1259,716.3158826,624.0130615
FT1260,717.3402012,622.7134746
FT1261,718.2209223,617.6839788
FT1262,718.3433539,623.904
FT1263,719.2263772,616.4939575
FT1264,720.2503067,575.101052
FT1265,720.751791,548.5485229
FT1266,721.2334948,618.9631348
FT1267,721.3721806,621.2047119
FT1268,723.3146261,656.4154663
FT1269,723.3375156,586.3262329
FT1270,724.2190713,656.4119873
FT1271,724.3114696,628.6539917
FT1272,724.3341747,589.146
FT1273,725.2290005,586.6049805
FT1274,725.3131835,629.9784958
FT1275,727.2543406,633.7164307
FT1276,728.2464605,563.3867581
FT1277,729.3334331,641.2059326
FT1278,729.3716173,576.2960205
FT1279,730.3372741,641.323
FT1280,731.2916514,578.827
FT1281,731.3441424,641.323
FT1282,733.3543659,560.9879761
FT1283,734.3615885,646.252
FT1284,734.3564024,563.407
FT1285,735.3454607,576.0996094
FT1286,740.8276662,636.303
FT1287,742.3662305,563.3665161
FT1288,742.8670532,551.1182861
FT1289,743.847071,646.252
FT1290,744.3361536,576.237
FT1291,746.3450032,633.753
FT1292,747.3113037,613.9694275
FT1293,747.3469577,631.1896973
FT1294,750.2946733,626.290377
FT1295,750.3457295,591.793335
FT1296,751.3299835,653.8887329
FT1297,752.34517,611.4540405
FT1298,754.2955568,551.058
FT1299,754.3473858,614.013855
FT1300,755.0195602,604.0392639
FT1301,755.243299,559.7733018
FT1302,755.3056648,548.5485229
FT1303,756.0172109,606.455
FT1304,756.2457602,560.978
FT1305,756.383862,646.3231812
FT1306,757.2471638,558.5686035
FT1307,757.2541426,571.1265869
FT1308,758.2466392,571.057
FT1309,758.4406021,643.7376963
FT1310,759.3582868,646.3231812
FT1311,759.3732388,601.644104
FT1312,759.4512692,643.8928223
FT1313,760.3699001,604.025
FT1314,760.451812,653.862
FT1315,761.3779754,633.8029221
FT1316,762.3456756,591.736
FT1317,762.3769242,633.753
FT1318,763.364716,621.5229492
FT1319,763.7673557,589.1703206
FT1320,764.269799,589.1703206
FT1321,765.3597714,565.9482422
FT1322,766.3615267,565.9482422
FT1323,766.8133245,585.2856038
FT1324,770.3086581,576.2960205
FT1325,770.3860468,618.874
FT1326,770.4032268,653.9418335
FT1327,771.3901151,618.874
FT1328,772.1979006,568.467
FT1329,772.3477353,581.406
FT1330,774.3476966,543.4458618
FT1331,774.3535337,646.2280884
FT1332,775.2522225,638.7496948
FT1333,775.3568447,653.862
FT1334,776.256009,640.0862122
FT1335,776.8174747,608.925
FT1336,777.2589067,641.4227295
FT1337,777.3208576,611.404
FT1338,777.8205781,608.925
FT1339,778.2582512,638.9326172
FT1340,781.3724002,608.8190979
FT1341,782.2931957,586.546
FT1342,782.3743227,608.7131958
FT1343,783.378634,578.6564941
FT1344,784.2666523,560.8699951
FT1345,784.8321722,586.6049805
FT1346,785.260931,643.8928223
FT1347,785.3613639,594.326
FT1348,786.2414306,626.4831543
FT1349,786.3640088,594.326
FT1350,787.3649973,594.326
FT1351,787.4260738,559.6958787
FT1352,788.250819,576.237
FT1353,788.3790455,586.6049805
FT1354,789.3193264,581.406
FT1355,789.4096976,608.925
FT1356,790.2033541,545.982605
FT1357,790.3213652,581.30972
FT1358,790.4059031,599.0598206
FT1359,791.2487311,552.3731431
FT1360,791.3319268,651.332
FT1361,791.3732397,543.4589006
FT1362,792.2575943,548.5485229
FT1363,792.3402265,651.3317871
FT1364,792.3711976,631.303
FT1365,792.3796531,543.4588013
FT1366,793.3713375,628.6539917
FT1367,796.3989095,630.2028809
FT1368,801.3757287,648.792
FT1369,801.4066385,553.6880493
FT1370,802.3276204,600.4093726
FT1371,802.3803435,643.8058777
FT1372,802.391897,625.1072998
FT1373,802.4343877,588.8730469
FT1374,803.2777874,608.9639282
FT1375,803.3769958,646.2280884
FT1376,803.3952273,623.7314453
FT1377,804.778391,608.9639282
FT1378,808.2166499,551.1182861
FT1379,808.2984279,631.4135742
FT1380,809.2685118,568.5379028
FT1381,809.3042148,631.4135742
FT1382,810.2805005,601.605
FT1383,811.2817862,599.2137451
FT1384,812.3001032,601.605
FT1385,813.3091524,606.473877
FT1386,813.3715849,608.9639282
FT1387,815.4171806,613.7554932
FT1388,820.8874519,651.4019775
FT1389,825.2257381,606.455
FT1390,826.3513454,586.6049805
FT1391,827.3434492,648.7885171
FT1392,827.3608348,641.4227295
FT1393,829.3539453,646.2280884
FT1394,829.4368547,594.3929443
FT1395,830.385019,633.753
FT1396,830.4365368,606.6334722
FT1397,830.4446306,618.9631348
FT1398,835.2774965,625.1980308
FT1399,836.3965258,648.7850342
FT1400,837.3482662,608.9639282
FT1401,837.4006329,646.3231812
FT1402,838.2739992,591.793335
FT1403,838.4009324,648.792
FT1404,839.4184555,578.8857422
FT1405,841.3058047,651.4019775
FT1406,841.3236551,608.9639282
FT1407,841.3906153,646.2875906
FT1408,842.3909272,646.252
FT1409,843.3514524,631.1896973
FT1410,843.3943969,646.2400442
FT1411,845.0906396,577.5613711
FT1412,847.2828194,552.3731431
FT1413,848.2872855,551.1182861
FT1414,849.3986088,623.904
FT1415,858.2329603,548.558
FT1416,859.2360328,546.0019309
FT1417,859.3977327,562.197488
FT1418,860.4023057,563.4176113
FT1419,862.2843122,621.414
FT1420,862.3400632,578.8857422
FT1421,864.2370893,641.4227295
FT1422,868.8463073,571.1265869
FT1423,869.347457,572.3867935
FT1424,869.5118276,653.9019167
FT1425,869.8456256,571.0059814
FT1426,870.5107898,655.1369937
FT1427,872.3892707,608.9444641
FT1428,873.309943,549.8032615
FT1429,873.3756365,572.3867935
FT1430,874.4631143,614.013855
FT1431,875.3685142,618.9631348
FT1432,876.3591841,613.925
FT1433,879.4067927,589.146
FT1434,882.2490729,608.9444641
FT1435,882.3490006,578.827
FT1436,883.2507966,611.404
FT1437,885.3159487,573.5528564
FT1438,885.3713799,573.647
FT1439,886.4041952,608.925
FT1440,888.381858,546.0385132
FT1441,894.4140158,646.2280884
FT1442,897.4112411,648.8620605
FT1443,898.2535599,631.303
FT1444,898.4343579,631.4135742
FT1445,898.4714254,586.4179658
FT1446,898.5194453,601.605
FT1447,899.3009632,581.2134399
FT1448,899.3227283,628.9334717
FT1449,899.4282651,626.383
FT1450,899.5239516,602.6486816
FT1451,906.2720273,548.558
FT1452,906.4458948,631.3582871
FT1453,906.4777114,653.862
FT1454,907.4582572,604.0535278
FT1455,909.3464739,567.2076211
FT1456,909.3812992,611.4540405
FT1457,909.5775797,643.773
FT1458,910.4387754,648.8620605
FT1459,912.3633347,584.0252075
FT1460,914.453647,648.7885171
FT1461,917.3095007,585.2856038
FT1462,917.4399964,558.558
FT1463,918.0957522,641.4227295
FT1464,919.1710083,565.9482422
FT1465,919.3328358,547.2982566
FT1466,919.4224865,618.830658
FT1467,920.3489221,546.0385132
FT1468,920.4694779,556.108
FT1469,923.4313358,641.323
FT1470,929.3253644,548.558
FT1471,929.4296928,608.9639282
FT1472,930.4566028,581.406
FT1473,933.411299,581.406
FT1474,938.3791215,651.332
FT1475,939.3130911,584.0252075
FT1476,939.3848094,652.6369167
FT1477,946.3655744,611.4540405
FT1478,946.4478341,628.8832358
FT1479,947.4171828,628.9334717
FT1480,947.8767813,599.1893726
FT1481,948.3804046,599.1893726
FT1482,953.2831857,641.4227295
FT1483,953.3963566,633.8528442
FT1484,957.1167122,591.793335
FT1485,958.4689071,606.4644385
FT1486,959.4678696,606.4644385
FT1487,965.1334367,614.013855
FT1488,974.4453651,601.2438354
FT1489,975.4515947,606.473877
FT1490,976.344532,586.6049805
FT1491,976.462149,606.455
FT1492,977.3500571,586.6049805
FT1493,982.3920684,583.996
FT1494,983.891639,614.013855
FT1495,990.4700704,641.2059326
FT1496,991.4716906,637.6178086
FT1497,994.4762869,653.862
FT1498,996.1331075,573.647
